1693490400,184,101,59,341,865,305,301
1694095200,184,101,59,342,865,305,301
1694700000,179,100,58,340,853,304,298
1695304800,177,100,58,338,840,306,296
1695909600,176,99,57,336,835,308,295
1696510800,176,99,57,337,835,306,295
1697115600,175,99,57,336,833,308,294
1697720400,174,99,57,336,831,308,293
1698325200,174,99,57,336,831,309,293
1698930000,172,99,57,335,826,309,291
1699534800,172,99,57,335,826,309,291
1700139600,172,99,57,339,826,314,291
1700744400,171,99,57,339,825,320,291
1701349200,171,99,57,339,825,322,291
1701954000,171,99,57,340,825,325,291
1702558800,171,99,57,340,825,325,291
1703163600,171,99,57,341,823,326,291
1703768400,170,98,56,339,820,325,290
1704373200,170,98,56,339,820,325,290
1704978000,170,98,56,339,820,326,290
1705582800,169,97,56,339,815,331,288
1706187600,171,99,57,341,823,334,291
1706792400,169,97,56,340,814,340,288
1707397200,169,97,56,340,814,340,288
1708002000,169,97,56,340,814,340,288
1708606800,168,97,56,340,810,339,287
1709211600,168,97,56,340,810,339,287
1709816400,168,97,56,340,810,339,287
1710421200,168,97,56,341,809,339,287
1711026000,168,97,56,341,809,339,287
1711630800,168,97,56,340,810,339,287
1712235600,168,97,56,341,809,339,287
1712844000,168,97,56,341,804,340,286
1713448800,168,96,55,339,799,343,284
1714053600,167,96,55,339,797,343,283
1714658400,165,93,54,336,791,342,280
1715263200,164,92,52,333,786,342,279
1715868000,164,92,52,333,786,342,279
1716472800,163,92,52,334,785,342,278
1717077600,161,91,50,330,779,342,276
1717682400,161,91,50,331,779,348,276
1718287200,161,91,50,330,779,348,275
1718892000,161,91,50,330,779,348,275
1719496800,159,89,49,325,769,345,270
1720101600,159,89,49,325,769,345,270
1720706400,158,88,49,325,766,345,269
1721311200,158,88,49,325,766,345,269
1721916000,157,87,48,323,762,344,268
1722520800,155,86,45,318,756,344,266
1723125600,155,86,45,318,753,344,263
1723730400,155,86,45,318,753,345,263
1724335200,155,86,45,318,753,346,263
1724940000,155,86,45,318,753,347,263
1725544800,155,86,45,318,753,347,263
1726149600,155,86,45,318,753,347,263
1726754400,155,86,45,318,753,347,263
1727359200,155,86,45,318,753,347,263
1727964000,155,86,45,318,753,347,263
1728565200,155,86,45,318,753,347,263
1729170000,155,86,45,318,753,347,263
1729774800,155,86,45,318,752,347,263
1730466000,155,86,45,319,752,349,263
1731070800,155,86,45,319,751,349,263
1731675600,156,86,45,320,752,350,264
1732280400,156,86,45,326,752,352,264
1732885200,155,85,44,326,742,352,262
1733490000,155,85,44,324,743,351,262
1734094800,154,85,43,325,739,354,262
1734699600,153,85,43,325,738,354,261
1735304400,153,85,43,325,738,354,261
1735909200,153,85,43,326,738,355,260
1736514000,153,85,43,326,738,356,260
1737118800,153,85,43,330,736,356,259
1737723600,152,84,42,328,731,356,257
1738328400,152,84,42,327,731,355,257
1738933200,152,84,42,328,731,355,258
1739538000,151,83,42,326,724,355,255
1740142800,151,83,41,327,717,355,252
1740747600,151,83,41,327,717,355,252
1741352400,151,83,41,327,716,355,249
1741957200,151,82,40,326,714,355,248
1742562000,149,80,38,321,703,354,244
1743166800,149,80,38,321,703,353,244
1743771600,144,76,37,311,680,350,239
1744380000,141,72,34,305,670,348,235
1744984800,141,72,34,305,666,349,234
1745589600,141,72,34,305,666,349,234
1746194400,138,69,33,303,656,353,232
1746799200,138,69,33,303,656,353,232
1747404000,138,69,33,303,656,352,232
1748008800,138,69,33,303,656,352,232
1748613600,136,68,33,301,651,352,229
1749218400,136,68,33,301,651,352,229
1749823200,136,68,33,301,650,353,228
1750428000,136,67,32,299,648,353,227
1751032800,134,67,32,297,643,354,225
1751637600,133,67,32,297,630,358,220
1752242400,129,65,31,287,606,353,209
1752847200,128,64,30,282,555,348,204
1753452000,127,63,29,280,552,348,203
1754056800,126,63,29,283,543,357,201
1754661600,126,63,29,283,542,357,201
1755266400,123,62,29,279,526,357,197
1755871200,123,62,29,279,526,356,197
