1693490400,56,146,429,52,155,448
1694095200,56,146,429,52,155,448
1694700000,56,146,430,52,155,449
1695304800,55,146,430,52,155,449
1695909600,56,146,430,53,154,448
1696510800,56,146,431,52,155,453
1697115600,56,146,430,56,154,450
1697720400,56,146,430,56,147,450
1698325200,56,146,429,56,147,450
1698930000,56,146,429,56,147,450
1699534800,56,146,429,56,149,456
1700139600,56,146,429,56,149,457
1700744400,56,146,429,56,151,457
1701349200,56,146,429,56,151,457
1701954000,56,146,429,56,151,459
1702558800,56,147,430,56,152,460
1703163600,56,147,430,56,152,460
1703768400,56,147,430,56,152,468
1704373200,56,147,430,56,152,460
1704978000,56,147,430,56,152,460
1705582800,57,147,431,58,152,460
1706187600,56,147,430,56,152,467
1706792400,57,146,427,56,153,468
1707397200,57,147,428,56,152,476
1708002000,57,148,429,57,152,479
1708606800,56,146,425,57,152,477
1709211600,56,146,425,57,152,477
1709816400,56,146,425,57,152,477
1710421200,56,144,422,56,151,476
1711026000,56,144,421,56,151,476
1711630800,56,144,425,51,151,477
1712235600,57,143,420,56,151,476
1712844000,56,141,421,51,150,476
1713448800,54,141,419,50,153,477
1714053600,54,141,418,50,153,477
1714658400,54,141,419,50,153,478
1715263200,54,141,417,50,152,481
1715868000,54,141,417,50,152,481
1716472800,54,140,416,51,153,482
1717077600,54,140,416,51,153,484
1717682400,54,140,414,51,153,491
1718287200,54,140,414,51,152,494
1718892000,54,140,414,51,152,494
1719496800,54,140,415,47,150,497
1720101600,54,141,416,47,150,497
1720706400,53,142,416,45,150,497
1721311200,53,142,416,45,150,497
1721916000,53,143,414,45,150,502
1722520800,53,143,414,45,150,502
1723125600,53,143,412,45,150,505
1723730400,53,144,413,45,150,507
1724335200,53,144,413,45,150,507
1724940000,53,143,411,45,150,507
1725544800,53,142,410,45,150,507
1726149600,53,142,409,45,151,507
1726754400,53,142,409,45,151,507
1727359200,53,142,408,45,151,507
1727964000,53,142,408,45,151,507
1728565200,53,142,408,45,152,507
1729170000,54,144,408,45,152,507
1729774800,53,144,407,46,152,507
1730466000,53,144,407,46,154,510
1731070800,53,144,407,46,154,510
1731675600,53,143,407,46,154,511
1732280400,53,143,407,48,154,514
1732885200,54,143,407,48,157,513
1733490000,53,143,407,48,154,513
1734094800,54,142,403,47,157,509
1734699600,54,141,403,47,157,510
1735304400,54,141,403,47,157,510
1735909200,54,141,403,47,157,510
1736514000,54,141,403,47,157,510
1737118800,54,141,403,47,158,508
1737723600,54,141,401,45,158,508
1738328400,54,141,401,45,158,508
1738933200,54,141,399,45,158,511
1739538000,54,141,399,45,158,511
1740142800,54,141,399,45,160,513
1740747600,55,141,398,45,160,513
1741352400,55,141,399,45,160,513
1741957200,55,141,398,45,161,513
1742562000,54,140,398,43,162,512
1743166800,54,140,398,43,162,512
1743771600,55,140,398,43,162,518
1744380000,55,140,398,43,163,518
1744984800,55,140,400,43,163,518
1745589600,55,140,400,43,163,518
1746194400,55,140,400,43,163,518
1746799200,58,140,401,43,167,521
1747404000,58,140,401,43,165,521
1748008800,58,140,398,43,164,518
1748613600,58,140,398,43,164,518
1749218400,58,140,396,43,164,517
1749823200,58,140,396,43,164,527
1750428000,58,140,396,43,164,527
1751032800,58,140,396,43,164,532
1751637600,58,139,395,43,165,538
1752242400,57,139,391,43,164,538
1752847200,56,138,388,43,164,538
1753452000,56,138,386,43,166,536
1754056800,56,138,388,43,167,546
1754661600,54,134,385,40,165,552
1755266400,54,134,383,40,166,552
1755871200,54,134,383,40,166,552
